loss,mae,val_loss,val_mae
0.00751172099262476,0.05404200032353401,0.11323853582143784,0.2392251044511795
0.006492439657449722,0.04836009442806244,0.1399974524974823,0.2839312255382538
0.006203455850481987,0.04141704738140106,0.13170358538627625,0.26376232504844666
0.008478735573589802,0.04479941353201866,0.13020223379135132,0.27307942509651184
0.0065421778708696365,0.04173272103071213,0.13598941266536713,0.27945613861083984
0.005598997697234154,0.038112226873636246,0.1320660412311554,0.2651226818561554
0.006132477894425392,0.03966985642910004,0.13654612004756927,0.27753594517707825
0.005232628434896469,0.03743324056267738,0.1297840029001236,0.27650314569473267
0.005811753682792187,0.04137561470270157,0.1277427226305008,0.25813648104667664
0.007101723924279213,0.04060497507452965,0.13168524205684662,0.26477888226509094
0.005009322892874479,0.03650764003396034,0.1243324875831604,0.2654639780521393
