loss,mae,val_loss,val_mae
0.08464789390563965,0.2244604378938675,0.15337951481342316,0.35078194737434387
0.06894734501838684,0.20597735047340393,0.169911190867424,0.3733574450016022
0.05494125187397003,0.18027442693710327,0.17547009885311127,0.36974963545799255
0.041093531996011734,0.16511347889900208,0.17426995933055878,0.34858450293540955
0.03070824407041073,0.14330999553203583,0.1806410700082779,0.348954439163208
0.026236342266201973,0.1286197453737259,0.17366982996463776,0.33479273319244385
0.02087075635790825,0.11139374226331711,0.1686553955078125,0.3285430073738098
0.017873574048280716,0.09707891196012497,0.14861823618412018,0.3020440340042114
0.017290472984313965,0.09351936727762222,0.18410825729370117,0.34973323345184326
0.014505524188280106,0.08062661439180374,0.13647820055484772,0.28151267766952515
0.014927049167454243,0.08061326295137405,0.1858210414648056,0.34956493973731995
0.013292817398905754,0.07204953581094742,0.14521557092666626,0.2968231439590454
0.01256866566836834,0.0706687867641449,0.16032831370830536,0.3159118592739105
0.012122437357902527,0.06775365769863129,0.16326487064361572,0.31824633479118347
0.011110247112810612,0.06290793418884277,0.14131034910678864,0.28853750228881836
0.011023328639566898,0.06299564242362976,0.16080133616924286,0.3148311376571655
0.0105331651866436,0.059762947261333466,0.14103388786315918,0.28292086720466614
0.01053156703710556,0.06097586452960968,0.15365608036518097,0.3018091320991516
0.010107699781656265,0.05847514420747757,0.14379483461380005,0.28462573885917664
0.009918815456330776,0.05809871479868889,0.1469060629606247,0.28784647583961487
0.009545841254293919,0.0556250736117363,0.14250223338603973,0.2830314338207245
0.009364494122564793,0.05531828850507736,0.1413823962211609,0.28035783767700195
0.009318062104284763,0.05470988154411316,0.13973677158355713,0.2773956060409546
0.009104495868086815,0.05444591864943504,0.14100301265716553,0.27868497371673584
0.00894293375313282,0.05265184864401817,0.1378554254770279,0.2736350893974304
0.008804980665445328,0.052732642740011215,0.13886193931102753,0.2751883566379547
0.008632642216980457,0.051876429468393326,0.13516706228256226,0.26949164271354675
0.008623164147138596,0.05195149779319763,0.13422346115112305,0.2682662904262543
0.008427721448242664,0.05213930085301399,0.1429094523191452,0.27935221791267395
0.008309670723974705,0.050400156527757645,0.13016285002231598,0.2619894742965698
0.008916834369301796,0.05559392645955086,0.1422964185476303,0.2794188857078552
0.008910564705729485,0.05535714328289032,0.136819526553154,0.27103257179260254
0.009288427419960499,0.054824598133563995,0.14402958750724792,0.28125134110450745
0.008018739521503448,0.0514354407787323,0.1298547387123108,0.2635553777217865
0.00847615860402584,0.05262152850627899,0.14890088140964508,0.28658953309059143
0.008254262618720531,0.04947859048843384,0.13377301394939423,0.26789048314094543
0.007838401943445206,0.049329724162817,0.14201246201992035,0.27958810329437256
0.007994914427399635,0.04997940734028816,0.13423500955104828,0.26624491810798645
0.008803331293165684,0.052356719970703125,0.14688819646835327,0.2849505543708801
0.00882444903254509,0.0557466484606266,0.12409833818674088,0.2554634213447571
0.00906513724476099,0.05773279443383217,0.16032613813877106,0.300580233335495
0.008312751539051533,0.048087507486343384,0.12709324061870575,0.2587225139141083
0.008146148175001144,0.052760738879442215,0.1468929797410965,0.28525424003601074
0.007843089289963245,0.04876428097486496,0.13097511231899261,0.2635859251022339
0.007259143050760031,0.048516687005758286,0.14340895414352417,0.27791041135787964
0.007243114057928324,0.04640389233827591,0.1468476802110672,0.28232985734939575
0.006703686900436878,0.044779542833566666,0.13149084150791168,0.2634678781032562
0.007027594372630119,0.04698621481657028,0.14431165158748627,0.2795300781726837
0.006690985057502985,0.04432353377342224,0.13194434344768524,0.26312074065208435
0.006769486237317324,0.04553522542119026,0.14185868203639984,0.27636441588401794
0.006467808969318867,0.043373942375183105,0.12879274785518646,0.2589761018753052
0.0066624111495912075,0.0460599809885025,0.14359383285045624,0.27774980664253235
0.006286567077040672,0.042954783886671066,0.1300039440393448,0.26055264472961426
0.006348380818963051,0.04400859400629997,0.13983288407325745,0.2734490633010864
0.0061072129756212234,0.04273480549454689,0.1298716813325882,0.25992533564567566
0.00633501261472702,0.043965861201286316,0.1394924819469452,0.27252593636512756
0.0059811691753566265,0.0427142009139061,0.12802432477474213,0.25788483023643494
0.00621820567175746,0.04363584518432617,0.13857130706310272,0.27157577872276306
0.005847135093063116,0.04177785664796829,0.12979210913181305,0.2602672576904297
0.005892554298043251,0.041486725211143494,0.13629859685897827,0.2686246335506439
0.005658713169395924,0.041003331542015076,0.13050751388072968,0.2606169283390045
0.005836505442857742,0.04167245328426361,0.13414093852043152,0.26530763506889343
0.005621201358735561,0.04153335839509964,0.13178439438343048,0.2625522315502167
0.005595895927399397,0.039975814521312714,0.13061074912548065,0.26064980030059814
0.005622546188533306,0.04103706777095795,0.1349763125181198,0.2665276825428009
0.005419546738266945,0.03993543982505798,0.12796734273433685,0.25702837109565735
0.00561218848451972,0.041133396327495575,0.13169141113758087,0.26181742548942566
0.005404480267316103,0.040618911385536194,0.13377924263477325,0.2654056251049042
0.005367713049054146,0.03904898464679718,0.12653566896915436,0.25506898760795593
0.006013948004692793,0.04416975378990173,0.13530023396015167,0.26681840419769287
0.005676911678165197,0.04384671524167061,0.1294146329164505,0.259689062833786
0.005617399234324694,0.04131731018424034,0.13597919046878815,0.26856884360313416
0.005420035216957331,0.04002968966960907,0.13043178617954254,0.2621939480304718
0.005320023279637098,0.039286207407712936,0.12830470502376556,0.2582952380180359
0.005054249428212643,0.037409551441669464,0.1341061145067215,0.26474910974502563
0.00503902742639184,0.03762597218155861,0.13045470416545868,0.2601475417613983
0.004970137495547533,0.03815886378288269,0.13061966001987457,0.260813444852829
0.0048761386424303055,0.037552498281002045,0.12885336577892303,0.25832852721214294
0.004940701648592949,0.03768792375922203,0.1284412294626236,0.25768613815307617
0.004876072984188795,0.0378694050014019,0.13119058310985565,0.2618514597415924
0.004769068211317062,0.03693067654967308,0.12418670207262039,0.25236776471138
0.005371893756091595,0.0413508266210556,0.12652452290058136,0.25569477677345276
0.00506071699783206,0.0402841754257679,0.13254356384277344,0.26488742232322693
0.004926281049847603,0.037390243262052536,0.12797610461711884,0.2578457295894623
0.005726547911763191,0.04362400993704796,0.13659025728702545,0.2708798944950104
0.005496129393577576,0.04382206127047539,0.1176580861210823,0.244110107421875
0.005633051041513681,0.04391564428806305,0.14603926241397858,0.2822748124599457
0.004945364315062761,0.03827667236328125,0.11529306322336197,0.24321192502975464
0.006895711645483971,0.05158884823322296,0.16092081367969513,0.3009074032306671
